City,State,ID,Population of City,Count
Oslo,MN,23,227,1
Osseo,MN,23,2555,1
Ostrander,MN,23,207,1
Otsego,MN,23,14634,1
Ottertail,MN,23,436,1
Owatonna,MN,23,25552,1
Palisade,MN,23,168,1
Parkers Prairie,MN,23,1035,1
Park Rapids,MN,23,3907,1
Paynesville,MN,23,2423,1
Pease,MN,23,276,1
Pelican Rapids,MN,23,2510,1
Pemberton,MN,23,297,1
Pennock,MN,23,631,1
Pequot Lakes,MN,23,2445,1
Perham,MN,23,3106,1
Perley,MN,23,92,1
Peterson,MN,23,192,1
Pierz,MN,23,1429,1
Pillager,MN,23,450,1
Pine Bend,MN,23,20,1
Pine City,MN,23,3093,1
Pine Island,MN,23,3375,1
Pine Point,MN,23,245,1
Pine River,MN,23,713,1
Pine Springs,MN,23,407,1
Pipestone,MN,23,4186,1
Plainview,MN,23,3269,1
Plato,MN,23,313,1
Plummer,MN,23,436,1
Plymouth,MN,23,73896,1
Ponemah,MN,23,791,1
Porter,MN,23,183,1
Preston,MN,23,1423,1
Princeton,MN,23,4728,1
Prinsburg,MN,23,496,1
Prior Lake,MN,23,24402,1
Proctor,MN,23,3060,1
Quamba,MN,23,131,1
Racine,MN,23,440,1
Ramsey,MN,23,24846,1
Randall,MN,23,662,1
Randolph,MN,23,432,1
Ranier,MN,23,521,1
Raymond,MN,23,695,1
Redby,MN,23,1578,1
Red Lake,MN,23,1508,1
Red Lake Falls,MN,23,1229,1
Red Wing,MN,23,16484,1
Redwood Falls,MN,23,5128,1
Regal,MN,23,46,1
Remer,MN,23,391,1
Renville,MN,23,1487,1
Revere,MN,23,100,1
Rice,MN,23,1491,1
Rice Lake,MN,23,299,1
Richfield,MN,23,36059,1
Richmond,MN,23,1498,1
Richville,MN,23,75,1
Riverland,MN,23,271,1
Riverton,MN,23,116,1
Robbinsdale,MN,23,14289,1
Rochester,MN,23,110275,1
Rock Creek,MN,23,1653,1
Rockford,MN,23,4218,1
Rockville,MN,23,2481,1
Rogers,MN,23,12002,1
Rollingstone,MN,23,615,1
Ronneby,MN,23,32,1
Roosevelt,MN,23,131,1
Roscoe,MN,23,132,1
Roseau,MN,23,2647,1
Rose Creek,MN,23,382,1
Rosemount,MN,23,22741,1
Roseville,MN,23,34948,1
Rothsay,MN,23,461,1
Round Lake,MN,23,398,1
Royalton,MN,23,1230,1
Roy Lake,MN,23,15,1
Rush City,MN,23,3068,1
Rushford,MN,23,1916,1
Rushford Village,MN,23,946,1
Rushmore,MN,23,288,1
Russell,MN,23,404,1
Ruthton,MN,23,258,1
Rutledge,MN,23,194,1
Sabin,MN,23,582,1
Sacred Heart,MN,23,613,1
St. Anthony city (Hennepin and Ramsey Counties),MN,23,8662,1
St. Anthony city (Stearns County),MN,23,106,1
St. Augusta,MN,23,3486,1
St. Bonifacius,MN,23,2472,1
St. Charles,MN,23,3710,1
St. Clair,MN,23,896,1
St. Cloud,MN,23,66298,1
St. Francis,MN,23,7340,1
St. Hilaire,MN,23,283,1
St. James,MN,23,4508,1
St. Joseph,MN,23,6749,1
St. Leo,MN,23,91,1
St. Louis Park,MN,23,47043,1
St. Martin,MN,23,364,1
St. Marys Point,MN,23,351,1
St. Michael,MN,23,16911,1
St. Paul,MN,23,295043,1
St. Paul Park,MN,23,5341,1
St. Peter,MN,23,11492,1
St. Rosa,MN,23,74,1
St. Stephen,MN,23,953,1
St. Vincent,MN,23,35,1
Sanborn,MN,23,337,1
Sandstone,MN,23,2780,1
Sargeant,MN,23,60,1
Sartell,MN,23,16274,1
Sauk Centre,MN,23,4331,1
Sauk Rapids,MN,23,13196,1
Savage,MN,23,28713,1
Scandia,MN,23,3995,1
Scanlon,MN,23,1209,1
Seaforth,MN,23,89,1
Searles,MN,23,196,1
Sebeka,MN,23,688,1
Sedan,MN,23,42,1
Shafer,MN,23,991,1
Shakopee,MN,23,39137,1
Shelly,MN,23,199,1
Sherburn,MN,23,1027,1
Shevlin,MN,23,177,1
Shoreview,MN,23,25951,1
Shorewood,MN,23,7509,1
Silver Bay,MN,23,1745,1
Silver Creek,MN,23,267,1
Silver Lake,MN,23,964,1
Skyline,MN,23,340,1
Slayton,MN,23,2070,1
Sleepy Eye,MN,23,3498,1
Sobieski,MN,23,185,1
Solway,MN,23,115,1
Soudan,MN,23,435,1
South End,MN,23,21,1
South Haven,MN,23,236,1
South St. Paul,MN,23,20413,1
Spicer,MN,23,1294,1
Springfield,MN,23,2039,1
Spring Grove,MN,23,1241,1
Spring Hill,MN,23,50,1
Spring Lake Park,MN,23,6504,1
Spring Park,MN,23,1731,1
Spring Valley,MN,23,2555,1
Squaw Lake,MN,23,111,1
Stacy,MN,23,1517,1
Stanchfield,MN,23,104,1
Staples,MN,23,2848,1
Starbuck,MN,23,1197,1
Steen,MN,23,226,1
Stephen,MN,23,788,1
Stewart,MN,23,518,1
Stewartville,MN,23,6006,1
Stillwater,MN,23,18677,1
Stockton,MN,23,690,1
Storden,MN,23,248,1
Strandquist,MN,23,90,1
Strathcona,MN,23,30,1
Sturgeon Lake,MN,23,441,1
Sunburg,MN,23,82,1
Sunfish Lake,MN,23,518,1
Swanville,MN,23,328,1
Taconite,MN,23,634,1
Tamarack,MN,23,54,1
Taopi,MN,23,54,1
Taunton,MN,23,161,1
Taylors Falls,MN,23,1019,1
Tenstrike,MN,23,187,1
The Lakes,MN,23,687,1
The Ranch,MN,23,1,1
Thief River Falls,MN,23,8711,1
Tintah,MN,23,49,1
Tonka Bay,MN,23,1481,1
Tower,MN,23,620,1
Tracy,MN,23,2110,1
Trail,MN,23,69,1
Trimont,MN,23,755,1
Trommald,MN,23,92,1
Trosky,MN,23,102,1
Truman,MN,23,1145,1
Turtle River,MN,23,107,1
Twin Lakes,MN,23,176,1
Twin Lakes,MN,23,176,1
Twin Valley,MN,23,752,1
Two Harbors,MN,23,3643,1
Tyler,MN,23,1244,1
Ulen,MN,23,550,1
Underwood,MN,23,384,1
Upsala,MN,23,480,1
Urbank,MN,23,68,1
Utica,MN,23,308,1
Vadnais Heights,MN,23,12968,1
Vergas,MN,23,308,1
Vermillion,MN,23,471,1
Verndale,MN,23,733,1
Vernon Center,MN,23,338,1
Vesta,MN,23,322,1
Victoria,MN,23,8103,1
Viking,MN,23,130,1
Villard,MN,23,216,1
Vineland,MN,23,962,1
Vining,MN,23,41,1
Virginia,MN,23,8658,1
Wabasha,MN,23,2659,1
Wabasso,MN,23,636,1
Waconia,MN,23,11494,1
Wadena,MN,23,4056,1
Wahkon,MN,23,205,1
Waite Park,MN,23,7429,1
Waldorf,MN,23,192,1
Walker,MN,23,1036,1
Walnut Grove,MN,23,821,1
Walters,MN,23,121,1
Waltham,MN,23,167,1
Wanamingo,MN,23,1179,1
Wanda,MN,23,59,1
Warba,MN,23,108,1
Warren,MN,23,1576,1
Warroad,MN,23,1862,1
Warsaw,MN,23,764,1
Waseca,MN,23,9324,1
Watertown,MN,23,4257,1
Waterville,MN,23,1731,1
Watkins,MN,23,864,1
Watson,MN,23,176,1
Waubun,MN,23,511,1
Waverly,MN,23,1565,1
Wayzata,MN,23,4166,1
Welcome,MN,23,774,1
Wells,MN,23,2358,1
Wendell,MN,23,116,1
Westbrook,MN,23,756,1
West Concord,MN,23,812,1
Westport,MN,23,37,1
West Roy Lake,MN,23,52,1
West St. Paul,MN,23,19709,1
West Union,MN,23,142,1
Whalan,MN,23,82,1
Wheaton,MN,23,1526,1
Whipholt,MN,23,97,1
White Bear Lake,MN,23,24709,1
White Earth,MN,23,567,1
Wilder,MN,23,45,1
Willernie,MN,23,576,1
Williams,MN,23,197,1
Willmar,MN,23,19685,1
Willow River,MN,23,381,1
Wilmont,MN,23,387,1
Wilton,MN,23,184,1
Windom,MN,23,4601,1
Winger,MN,23,261,1
Winnebago,MN,23,1432,1
Winona,MN,23,27437,1
Winsted,MN,23,2377,1
Winthrop,MN,23,1370,1
Winton,MN,23,105,1
Wolf Lake,MN,23,57,1
Wolverton,MN,23,93,1
Woodbury,MN,23,65667,1
Ada,MN,23,1681,1
Wood Lake,MN,23,388,1
Woodland,MN,23,443,1
Woodstock,MN,23,149,1
Worthington,MN,23,12990,1
Wrenshall,MN,23,489,1
Wright,MN,23,148,1
Wykoff,MN,23,418,1
Wyoming,MN,23,7755,1
Zemple,MN,23,92,1
Zimmerman,MN,23,5280,1
Sibley village,MO,24,302,1
Sikeston,MO,24,16436,1
Silex village,MO,24,71,1
Skidmore,MO,24,269,1
Slater,MO,24,2065,1
Smithton,MO,24,483,1
Smithville,MO,24,8911,1
South Fork,MO,24,190,1
South Gifford village,MO,24,49,1
South Gorin,MO,24,108,1
South Greenfield village,MO,24,149,1
South Lineville,MO,24,25,1
Southwest City,MO,24,1020,1
Spanish Lake,MO,24,19218,1
Sparta,MO,24,1943,1
Spickard,MO,24,334,1
Spokane,MO,24,181,1
Springfield,MO,24,163763,1
Stanberry,MO,24,1359,1
Stark City,MO,24,138,1
Steele,MO,24,2237,1
Steelville,MO,24,2225,1
Stella,MO,24,124,1
Stewartsville,MO,24,767,1
Stockton,MO,24,1849,1
Stotesbury,MO,24,14,1
Stotts City,MO,24,152,1
Stoutland,MO,24,171,1
Stoutsville village,MO,24,53,1
Stover,MO,24,1204,1
Strafford,MO,24,2137,1
Strasburg,MO,24,143,1
Sturgeon,MO,24,778,1
Sugar Creek,MO,24,3339,1
Sullivan,MO,24,6998,1
Summersville,MO,24,636,1
Sumner,MO,24,106,1
Sundown,MO,24,27,1
Sunrise Beach village,MO,24,421,1
Sunset Hills,MO,24,8533,1
Sweet Springs,MO,24,1521,1
Sycamore Hills village,MO,24,623,1
Syracuse,MO,24,178,1
Tallapoosa,MO,24,205,1
Taneyville village,MO,24,327,1
Taos,MO,24,1233,1
Tarkio,MO,24,1420,1
Tarrants village,MO,24,0,1
Terre du Lac,MO,24,2401,1
Thayer,MO,24,2236,1
Theodosia village,MO,24,231,1
Thomasville,MO,24,38,1
Three Creeks village,MO,24,4,1
Tightwad village,MO,24,62,1
Tina village,MO,24,93,1
Tindall,MO,24,78,1
Tipton,MO,24,3303,1
Town and Country,MO,24,10960,1
Tracy,MO,24,214,1
Trenton,MO,24,6042,1
Trimble,MO,24,680,1
Triplett,MO,24,18,1
Troy,MO,24,11175,1
Truesdale,MO,24,869,1
Truxton village,MO,24,90,1
Turney village,MO,24,111,1
Tuscumbia,MO,24,252,1
Twin Oaks village,MO,24,332,1
Umber View Heights village,MO,24,71,1
Union,MO,24,10644,1
Union Star,MO,24,344,1
Unionville,MO,24,1989,1
Unity Village village,MO,24,114,1
University City,MO,24,35172,1
Uplands Park village,MO,24,384,1
Urbana,MO,24,376,1
Urich,MO,24,453,1
Utica village,MO,24,272,1
Valley Park,MO,24,6970,1
Van Buren,MO,24,1044,1
Vandalia,MO,24,4126,1
Vandiver village,MO,24,97,1
Vanduser village,MO,24,128,1
Velda City,MO,24,1315,1
Velda Village Hills village,MO,24,905,1
Verona,MO,24,591,1
Versailles,MO,24,2826,1
Viburnum,MO,24,721,1
Vienna,MO,24,721,1
Village of Four Seasons village,MO,24,2218,1
Villa Ridge,MO,24,2800,1
Vinita Park,MO,24,1940,1
Vinita Terrace village,MO,24,220,1
Vista village,MO,24,48,1
Waco,MO,24,52,1
Walker,MO,24,275,1
Walnut Grove,MO,24,689,1
Wardell,MO,24,349,1
Wardsville village,MO,24,1890,1
Warrensburg,MO,24,19739,1
Warrenton,MO,24,8025,1
Warsaw,MO,24,2362,1
Warson Woods,MO,24,1758,1
Washburn,MO,24,533,1
Washington,MO,24,13993,1
Wasola,MO,24,36,1
Watson village,MO,24,47,1
Waverly,MO,24,823,1
Wayland,MO,24,537,1
Waynesville,MO,24,5250,1
Weatherby,MO,24,101,1
Weatherby Lake,MO,24,1834,1
Weaubleau,MO,24,443,1
Webb City,MO,24,11035,1
Webster Groves,MO,24,23120,1
Weingarten,MO,24,68,1
Weldon Spring,MO,24,5517,1
Weldon Spring Heights,MO,24,92,1
Wellington,MO,24,850,1
Wellston,MO,24,1949,1
Wellsville,MO,24,1138,1
Wentworth village,MO,24,103,1
Wentzville,MO,24,32827,1
West Alton,MO,24,545,1
Westboro,MO,24,181,1
West Line village,MO,24,89,1
Weston,MO,24,1673,1
Westphalia,MO,24,381,1
West Plains,MO,24,12230,1
West Sullivan,MO,24,59,1
Westwood village,MO,24,298,1
Wheatland,MO,24,289,1
Wheaton,MO,24,689,1
Wheeling,MO,24,280,1
Whiteman AFB,MO,24,3893,1
Whiteside village,MO,24,56,1
Whitewater,MO,24,99,1
Wilbur Park village,MO,24,505,1
Wildwood,MO,24,35776,1
Willard,MO,24,5429,1
Williamsville,MO,24,390,1
Willow Springs,MO,24,2294,1
Wilson City village,MO,24,55,1
Winchester,MO,24,1612,1
Windsor,MO,24,2753,1
Windsor Place village,MO,24,383,1
Winfield,MO,24,1698,1
Winigan,MO,24,61,1
Winona,MO,24,1202,1
Winston village,MO,24,226,1
Wood Heights,MO,24,748,1
Woodson Terrace,MO,24,4072,1
Wooldridge village,MO,24,35,1
Worth village,MO,24,53,1
Wortham,MO,24,226,1
Worthington village,MO,24,96,1
Wright City,MO,24,3355,1
Wyaconda,MO,24,199,1
Wyatt,MO,24,443,1
Zalma village,MO,24,146,1
Adrian,MO,24,1953,1
Advance,MO,24,1449,1
Affton,MO,24,21345,1
Agency village,MO,24,907,1
Airport Drive village,MO,24,877,1
Alba,MO,24,503,1
Albany,MO,24,2178,1
Aldrich village,MO,24,76,1
Alexandria,MO,24,142,1
Allendale village,MO,24,44,1
Allenville village,MO,24,68,1
Alma,MO,24,387,1
Altamont village,MO,24,175,1
Altenburg,MO,24,477,1
Alton,MO,24,1087,1
Amazonia village,MO,24,253,1
Amity,MO,24,18,1
Amoret,MO,24,140,1
Amsterdam,MO,24,231,1
Anderson,MO,24,2435,1
Annada village,MO,24,42,1
Annapolis,MO,24,466,1
Anniston,MO,24,215,1
Appleton City,MO,24,1322,1
Arbela,MO,24,19,1
Arbyrd,MO,24,531,1
Arcadia,MO,24,831,1
Archie,MO,24,1359,1
Arcola village,MO,24,61,1
Argyle,MO,24,163,1
Arkoe,MO,24,75,1
Armstrong,MO,24,364,1
Arnold,MO,24,21123,1
Arrow Point village,MO,24,125,1
Arrow Rock,MO,24,37,1
Asbury,MO,24,171,1
Ashburn,MO,24,40,1
Ash Grove,MO,24,1567,1
Ashland,MO,24,3828,1
Ashley,MO,24,75,1
Atlanta,MO,24,512,1
Augusta,MO,24,284,1
Aullville village,MO,24,99,1
Aurora,MO,24,7473,1
Auxvasse,MO,24,1298,1
Ava,MO,24,2961,1
Avilla,MO,24,100,1
Avondale,MO,24,392,1
Bagnell,MO,24,52,1
Baker village,MO,24,0,1
Bakersfield village,MO,24,289,1
Baldwin Park village,MO,24,66,1
Ballwin,MO,24,30484,1
Baring,MO,24,153,1
Barnard,MO,24,268,1
Barnett,MO,24,163,1
Barnhart,MO,24,5858,1
Bates City,MO,24,235,1
Battlefield,MO,24,5844,1
Bella Villa,MO,24,756,1
Bell City,MO,24,491,1
Belle,MO,24,1738,1
Bellefontaine Neighbors,MO,24,10814,1
Bellerive village,MO,24,183,1
Bellflower,MO,24,337,1
Bel-Nor village,MO,24,1486,1
Bel-Ridge village,MO,24,2726,1
Belton,MO,24,23209,1
Bennett Springs,MO,24,114,1
Benton,MO,24,937,1
Benton City village,MO,24,176,1
Berger,MO,24,168,1
Berkeley,MO,24,9083,1
Bernie,MO,24,1992,1
Bertrand,MO,24,807,1
Bethany,MO,24,3080,1
Bethel village,MO,24,103,1
Beverly Hills,MO,24,450,1
Bevier,MO,24,642,1
Biehle,MO,24,0,1
Bigelow village,MO,24,8,1
Big Lake village,MO,24,102,1
Big Spring,MO,24,29,1
Billings,MO,24,921,1
Birch Tree,MO,24,559,1
Birmingham village,MO,24,212,1
Bismarck,MO,24,1336,1
Blackburn,MO,24,299,1
Black Jack,MO,24,6938,1
Blackwater,MO,24,141,1
Blairstown,MO,24,125,1
Blanchard,MO,24,42,1
Bland,MO,24,478,1
Blodgett village,MO,24,233,1
Bloomfield,MO,24,1952,1
Bloomsdale,MO,24,631,1
Blue Eye,MO,24,220,1
Blue Springs,MO,24,53364,1
Blythedale village,MO,24,164,1
Bogard,MO,24,181,1
Bolckow,MO,24,220,1
Bolivar,MO,24,10507,1
Bonne Terre,MO,24,7064,1
Boonville,MO,24,8350,1
Bosworth,MO,24,235,1
Bourbon,MO,24,1458,1
Bowling Green,MO,24,5465,1
Bragg City,MO,24,127,1
Brandsville,MO,24,109,1
Branson,MO,24,11084,1
Branson West,MO,24,434,1
Brashear,MO,24,226,1
Braymer,MO,24,684,1
Breckenridge,MO,24,277,1
Breckenridge Hills,MO,24,4728,1
Brentwood,MO,24,8052,1
Brewer,MO,24,419,1
Bridgeton,MO,24,11699,1
Brimson village,MO,24,63,1
Bronaugh,MO,24,219,1
Brookfield,MO,24,4391,1
Brooklyn Heights,MO,24,123,1
Browning,MO,24,241,1
Brownington,MO,24,88,1
Brumley,MO,24,65,1
Brunswick,MO,24,858,1
Bucklin,MO,24,511,1
Buckner,MO,24,3077,1
Buffalo,MO,24,3066,1
Bull Creek village,MO,24,522,1
Bunceton,MO,24,339,1
Bunker,MO,24,412,1
Burgess,MO,24,59,1
Burlington Junction,MO,24,468,1
Butler,MO,24,4153,1
Butterfield village,MO,24,483,1
Byrnes Mill,MO,24,2822,1
Cabool,MO,24,2309,1
Cainsville,MO,24,240,1
Cairo village,MO,24,314,1
Caledonia village,MO,24,173,1
Calhoun,MO,24,414,1
California,MO,24,4351,1
Callao,MO,24,436,1
Calverton Park village,MO,24,1289,1
Camden,MO,24,242,1
Camden Point,MO,24,502,1
Camdenton,MO,24,3822,1
Cameron,MO,24,10167,1
Campbell,MO,24,1997,1
Canalou,MO,24,278,1
Canton,MO,24,2522,1
Cape Girardeau,MO,24,38959,1
Cardwell,MO,24,698,1
Carl Junction,MO,24,7577,1
Carrollton,MO,24,3734,1
Carterville,MO,24,1795,1
Carthage,MO,24,14278,1
Caruthersville,MO,24,6026,1
Carytown,MO,24,282,1
Cassville,MO,24,3286,1
Castle Point,MO,24,3368,1
Catron,MO,24,82,1
Cave,MO,24,1,1
Cedar Hill,MO,24,1694,1
Cedar Hill Lakes village,MO,24,205,1
Center,MO,24,382,1
Centertown,MO,24,288,1
Centerview,MO,24,253,1
Centerville,MO,24,244,1
Centralia,MO,24,4159,1
Chaffee,MO,24,2943,1
Chain of Rocks village,MO,24,133,1
Chain-O-Lakes village,MO,24,122,1
Chamois,MO,24,396,1
Champ village,MO,24,10,1
Charlack,MO,24,1483,1
Charleston,MO,24,5877,1
Charmwood,MO,24,24,1
Cherokee Pass,MO,24,242,1
Chesapeake,MO,24,116,1
Chesterfield,MO,24,47706,1
Chilhowee,MO,24,272,1
Chillicothe,MO,24,9025,1
Chula,MO,24,245,1
Clarence,MO,24,918,1
Clark,MO,24,261,1
Clarksburg,MO,24,256,1
Clarksdale,MO,24,271,1
Clarkson Valley,MO,24,2634,1
Clarksville,MO,24,444,1
Clarkton,MO,24,1228,1
Claycomo village,MO,24,1457,1
Clayton,MO,24,15900,1
Clearmont,MO,24,194,1
Cleveland,MO,24,609,1
Clever,MO,24,2381,1
Cliff Village village,MO,24,30,1
Clifton Hill,MO,24,105,1
Climax Springs village,MO,24,166,1
Clinton,MO,24,9012,1
Clyde village,MO,24,90,1
Cobalt village,MO,24,256,1
Coffey,MO,24,135,1
Cole Camp,MO,24,1443,1
Collins village,MO,24,132,1
Columbia,MO,24,115391,1
Commerce village,MO,24,44,1
Conception,MO,24,262,1
Conception Junction,MO,24,210,1
Concord,MO,24,16953,1
Concordia,MO,24,2373,1
Coney Island village,MO,24,68,1
Conway,MO,24,918,1
Cool Valley,MO,24,1167,1
Cooter,MO,24,428,1
Corder,MO,24,337,1
Corning,MO,24,4,1
Cosby village,MO,24,151,1
Cottleville,MO,24,3836,1
Country Club village,MO,24,2833,1
Country Club Hills,MO,24,1398,1
Country Life Acres village,MO,24,138,1
Cowgill,MO,24,139,1
Craig,MO,24,208,1
Crane,MO,24,2022,1
Creighton,MO,24,320,1
Crestwood,MO,24,11961,1
Creve Coeur,MO,24,17944,1
Crocker,MO,24,997,1
Cross Timbers,MO,24,239,1
Crystal City,MO,24,4829,1
Crystal Lake Park,MO,24,494,1
Crystal Lakes,MO,24,322,1
Cuba,MO,24,3377,1
Curryville,MO,24,240,1
Dadeville village,MO,24,259,1
Dalton,MO,24,15,1
Danville,MO,24,71,1
Dardenne Prairie,MO,24,12383,1
Darlington village,MO,24,75,1
Dawn,MO,24,111,1
Dearborn,MO,24,412,1
Deepwater,MO,24,427,1
Deerfield village,MO,24,70,1
Defiance,MO,24,161,1
De Kalb,MO,24,202,1
Dellwood,MO,24,5011,1
Delta,MO,24,422,1
Dennis Acres village,MO,24,45,1
Denver village,MO,24,47,1
Des Arc village,MO,24,170,1
Desloge,MO,24,4966,1
De Soto,MO,24,6469,1
Des Peres,MO,24,8480,1
De Witt,MO,24,101,1
Dexter,MO,24,7920,1
Diamond,MO,24,921,1
Diehlstadt village,MO,24,184,1
Diggins village,MO,24,280,1
Dixon,MO,24,1443,1
Doe Run,MO,24,1096,1
Doniphan,MO,24,2337,1
Doolittle,MO,24,658,1
Dover,MO,24,115,1
Downing,MO,24,278,1
Drexel,MO,24,911,1
Dudley,MO,24,158,1
Duenweg,MO,24,1218,1
Duquesne village,MO,24,1747,1
Dutchtown village,MO,24,34,1
Eagle Rock,MO,24,124,1
Eagleville,MO,24,264,1
East Lynne,MO,24,248,1
Easton,MO,24,254,1
East Prairie,MO,24,3178,1
Edgar Springs,MO,24,216,1
Edgerton,MO,24,607,1
Edina,MO,24,1187,1
Edinburg,MO,24,132,1
Edmundson,MO,24,898,1
Eldon,MO,24,4617,1
El Dorado Springs,MO,24,3553,1
Ellington,MO,24,1119,1
Ellisville,MO,24,9181,1
Ellsinore,MO,24,502,1
Elmer,MO,24,89,1
Elmira village,MO,24,60,1
Elmo,MO,24,180,1
Elsberry,MO,24,1930,1
Emerald Beach village,MO,24,279,1
Eminence,MO,24,604,1
Emma,MO,24,247,1
Eolia village,MO,24,511,1
Essex,MO,24,546,1
Ethel,MO,24,51,1
Eureka,MO,24,10450,1
Evergreen village,MO,24,35,1
Everton,MO,24,338,1
Ewing,MO,24,358,1
Excello,MO,24,102,1
Excelsior Estates village,MO,24,175,1
Excelsior Springs,MO,24,11512,1
Exeter,MO,24,786,1
Fairdealing,MO,24,1151,1
Fairfax,MO,24,664,1
Fair Grove,MO,24,1612,1
Fair Play,MO,24,480,1
Fairview,MO,24,336,1
Farber,MO,24,315,1
Farley village,MO,24,229,1
Farmington,MO,24,17570,1
Fayette,MO,24,2708,1
Fenton,MO,24,4033,1
Ferguson,MO,24,21120,1
Ferrelview village,MO,24,403,1
Festus,MO,24,11839,1
Fidelity,MO,24,240,1
Fillmore,MO,24,197,1
Fisk,MO,24,464,1
Fleming,MO,24,130,1
Flemington village,MO,24,116,1
Flint Hill,MO,24,548,1
Flordell Hills,MO,24,843,1
Florida village,MO,24,0,1
Florissant,MO,24,52356,1
Foley,MO,24,127,1
Fordland,MO,24,897,1
Forest City,MO,24,273,1
Foristell,MO,24,473,1
Forsyth,MO,24,2068,1
Fortescue,MO,24,5,1
Fort Leonard Wood,MO,24,17576,1
Foster village,MO,24,188,1
Fountain N' Lakes village,MO,24,332,1
Frankclay,MO,24,120,1
Frankford,MO,24,441,1
Franklin,MO,24,70,1
Fredericktown,MO,24,4054,1
Freeburg village,MO,24,447,1
Freeman,MO,24,511,1
Freistatt village,MO,24,131,1
Fremont,MO,24,64,1
Fremont Hills,MO,24,894,1
Frohna,MO,24,243,1
Frontenac,MO,24,3523,1
Fulton,MO,24,12812,1
Gainesville,MO,24,799,1
Galena,MO,24,556,1
Gallatin,MO,24,1784,1
Galt,MO,24,206,1
Garden City,MO,24,1534,1
Gasconade,MO,24,222,1
Gentry village,MO,24,54,1
Gerald,MO,24,1374,1
Gerster,MO,24,22,1
Gibbs village,MO,24,126,1
Gideon,MO,24,1150,1
Gilliam,MO,24,188,1
Gilman City,MO,24,394,1
Ginger Blue village,MO,24,35,1
Gladstone,MO,24,26309,1
Glasgow,MO,24,1135,1
Glasgow Village,MO,24,5178,1
Glenaire,MO,24,440,1
Glen Allen,MO,24,100,1
Glendale,MO,24,5928,1
Glen Echo Park village,MO,24,126,1
Glenwood village,MO,24,175,1
Golden,MO,24,491,1
Golden City,MO,24,578,1
Goodman,MO,24,1141,1
Goodnight village,MO,24,12,1
Gordonville village,MO,24,416,1
Goss,MO,24,0,1
Gower,MO,24,1588,1
Graham,MO,24,214,1
Grain Valley,MO,24,13134,1
Granby,MO,24,2170,1
Grand Falls Plaza,MO,24,111,1
Grandin,MO,24,175,1
Grand Pass village,MO,24,73,1
Grandview,MO,24,24997,1
Granger village,MO,24,28,1
Grant City,MO,24,835,1
Grantwood Village,MO,24,962,1
Gravois Mills,MO,24,154,1
Grayhawk,MO,24,536,1
Grayridge,MO,24,68,1
Gray Summit,MO,24,2943,1
Greencastle,MO,24,330,1
Green City,MO,24,695,1
Greendale,MO,24,636,1
Greenfield,MO,24,1325,1
Green Park,MO,24,2630,1
Green Ridge,MO,24,467,1
Greentop,MO,24,446,1
Greenville,MO,24,530,1
Greenwood,MO,24,5400,1
Guilford,MO,24,54,1
Gunn City village,MO,24,79,1
Hale,MO,24,459,1
Halfway village,MO,24,126,1
Hallsville,MO,24,1593,1
Halltown village,MO,24,109,1
Hamilton,MO,24,1663,1
Hanley Hills village,MO,24,2194,1
Hannibal,MO,24,17717,1
Hardin,MO,24,555,1
Harris,MO,24,46,1
Harrisburg,MO,24,347,1
Harrisonville,MO,24,10003,1
Hartsburg,MO,24,100,1
Hartville,MO,24,588,1
Hartwell,MO,24,0,1
Harviell,MO,24,163,1
Harwood village,MO,24,106,1
Hawk Point,MO,24,796,1
Hayti,MO,24,2840,1
Hayti Heights,MO,24,557,1
Hayward,MO,24,130,1
Haywood City village,MO,24,151,1
Hazelwood,MO,24,25686,1
Henrietta,MO,24,303,1
Herculaneum,MO,24,3762,1
Hermann,MO,24,2461,1
Hermitage,MO,24,801,1
Higbee,MO,24,589,1
Higginsville,MO,24,4706,1
High Hill,MO,24,196,1
Highlandville,MO,24,1040,1
High Ridge,MO,24,3553,1
Hillsboro,MO,24,2980,1
Hillsdale village,MO,24,1327,1
Hoberg village,MO,24,47,1
Holcomb,MO,24,749,1
Holden,MO,24,2284,1
Holland,MO,24,199,1
Holliday village,MO,24,102,1
Hollister,MO,24,4441,1
Holt,MO,24,474,1
Holts Summit,MO,24,3447,1
Homestead village,MO,24,175,1
Homestown,MO,24,169,1
Hopkins,MO,24,485,1
Horine,MO,24,1332,1
Hornersville,MO,24,803,1
Houston,MO,24,2354,1
Houstonia,MO,24,207,1
Houston Lake,MO,24,347,1
Howardville,MO,24,286,1
Hughesville village,MO,24,160,1
Humansville,MO,24,1140,1
Hume,MO,24,373,1
Humphreys village,MO,24,108,1
Hunnewell,MO,24,136,1
Hunter,MO,24,106,1
Huntleigh,MO,24,372,1
Huntsdale,MO,24,25,1
Huntsville,MO,24,1570,1
Hurdland,MO,24,118,1
Hurley,MO,24,220,1
Iatan village,MO,24,41,1
Iberia,MO,24,693,1
Imperial,MO,24,4807,1
Independence,MO,24,117192,1
Indian Point village,MO,24,541,1
Innsbrook village,MO,24,786,1
Ionia,MO,24,119,1
Irena village,MO,24,23,1
Irondale,MO,24,451,1
Iron Mountain Lake,MO,24,826,1
Ironton,MO,24,1571,1
Irwin,MO,24,35,1
Jackson,MO,24,14439,1
Jacksonville village,MO,24,159,1
Jameson,MO,24,82,1
Jamesport,MO,24,543,1
