City,State,ID,Population of City,Count
Clearlake,CA,5,15097,1
Clearlake Oaks,CA,5,1651,1
Clearlake Riviera,CA,5,2973,1
Cleone,CA,5,648,1
Clio,CA,5,47,1
Clipper Mills,CA,5,94,1
Cloverdale,CA,5,8735,1
Clovis,CA,5,100437,1
Clyde,CA,5,751,1
Coachella,CA,5,43308,1
Coalinga,CA,5,16940,1
Coarsegold,CA,5,994,1
Cobb,CA,5,1016,1
Coffee Creek,CA,5,142,1
Cohasset,CA,5,933,1
Cold Springs CDP (El Dorado County),CA,5,573,1
Cold Springs CDP (Tuolumne County),CA,5,163,1
Coleville,CA,5,368,1
Colfax,CA,5,2210,1
College City,CA,5,188,1
Collierville,CA,5,1697,1
Colma,CA,5,1571,1
Coloma,CA,5,874,1
Colton,CA,5,53566,1
Columbia,CA,5,2597,1
Colusa,CA,5,5939,1
Commerce,CA,5,13017,1
Comptche,CA,5,73,1
Compton,CA,5,97955,1
Concord,CA,5,126268,1
Concow,CA,5,550,1
Contra Costa Centre,CA,5,5940,1
Copperopolis,CA,5,4396,1
Corcoran,CA,5,23216,1
Corning,CA,5,7586,1
Corona,CA,5,159595,1
Coronado,CA,5,24447,1
Coronita,CA,5,3079,1
Corralitos,CA,5,2646,1
Corte Madera,CA,5,9595,1
Costa Mesa,CA,5,112377,1
Cotati,CA,5,7376,1
Coto de Caza,CA,5,14554,1
Cottonwood,CA,5,3801,1
Coulterville,CA,5,224,1
Country Club,CA,5,9997,1
Courtland,CA,5,512,1
Covelo,CA,5,1346,1
Covina,CA,5,48587,1
Cowan,CA,5,525,1
Crescent City,CA,5,7120,1
Crescent Mills,CA,5,219,1
Cressey,CA,5,315,1
Crest,CA,5,2712,1
Crestline,CA,5,9240,1
Creston,CA,5,22,1
C-Road,CA,5,99,1
Crockett,CA,5,3044,1
Cromberg,CA,5,132,1
Crowley Lake,CA,5,654,1
Crows Landing,CA,5,207,1
Cudahy,CA,5,24138,1
Culver City,CA,5,39469,1
Cupertino,CA,5,60171,1
Cutler,CA,5,4569,1
Cutten,CA,5,2999,1
Cuyama,CA,5,91,1
Cypress,CA,5,49008,1
Daly City,CA,5,104930,1
Dana Point,CA,5,34003,1
Danville,CA,5,43410,1
Daphnedale Park,CA,5,90,1
Darwin,CA,5,24,1
Davenport,CA,5,297,1
Davis,CA,5,66510,1
Day Valley,CA,5,3836,1
Deer Park,CA,5,1104,1
Del Aire,CA,5,10692,1
Delano,CA,5,52807,1
Delft Colony,CA,5,132,1
Delhi,CA,5,10026,1
Delleker,CA,5,656,1
Del Mar,CA,5,4269,1
Del Monte Forest,CA,5,5122,1
Del Rey,CA,5,1457,1
Del Rey Oaks,CA,5,1673,1
Del Rio,CA,5,1925,1
Denair,CA,5,5176,1
Derby Acres,CA,5,320,1
Descanso,CA,5,1355,1
Desert Center,CA,5,207,1
Desert Edge,CA,5,4431,1
Desert Hot Springs,CA,5,27912,1
Desert Palms,CA,5,6826,1
Desert Shores,CA,5,1383,1
Desert View Highlands,CA,5,2489,1
Diablo,CA,5,818,1
Diablo Grande,CA,5,1104,1
Diamond Bar,CA,5,56471,1
Diamond Springs,CA,5,12459,1
Dillon Beach,CA,5,139,1
Dinuba,CA,5,23243,1
Discovery Bay,CA,5,14650,1
Dixon,CA,5,18908,1
Dixon Lane-Meadow Creek,CA,5,2636,1
Dobbins,CA,5,689,1
Dogtown,CA,5,2337,1
Dollar Point,CA,5,1135,1
Dorrington,CA,5,286,1
Dorris,CA,5,930,1
Dos Palos,CA,5,5068,1
Dos Palos Y,CA,5,215,1
Douglas City,CA,5,613,1
Downey,CA,5,113407,1
Downieville,CA,5,213,1
Doyle,CA,5,452,1
Drytown,CA,5,217,1
Duarte,CA,5,21769,1
Dublin,CA,5,52063,1
Ducor,CA,5,661,1
Dunnigan,CA,5,1183,1
Dunsmuir,CA,5,1552,1
Durham,CA,5,5637,1
Dustin Acres,CA,5,523,1
Dutch Flat,CA,5,162,1
Eagleville,CA,5,74,1
Earlimart,CA,5,8709,1
East Foothills,CA,5,6437,1
East Hemet,CA,5,19180,1
East Los Angeles,CA,5,125415,1
East Nicolaus,CA,5,213,1
East Oakdale,CA,5,2882,1
Easton,CA,5,1964,1
East Orosi,CA,5,572,1
East Palo Alto,CA,5,29198,1
East Pasadena,CA,5,6063,1
East Porterville,CA,5,6395,1
East Quincy,CA,5,2827,1
East Rancho Dominguez,CA,5,15615,1
East Richmond Heights,CA,5,3272,1
East San Gabriel,CA,5,15980,1
East Shore,CA,5,225,1
East Sonora,CA,5,2368,1
East Tulare Villa,CA,5,954,1
Eastvale,CA,5,56275,1
East Whittier,CA,5,10440,1
Edgewood,CA,5,27,1
Edmundson Acres,CA,5,343,1
Edna,CA,5,176,1
Edwards AFB,CA,5,2401,1
El Cajon,CA,5,102383,1
El Centro,CA,5,43570,1
El Cerrito,CA,5,24418,1
El Cerrito,CA,5,5581,1
El Dorado Hills,CA,5,43264,1
Eldridge,CA,5,1287,1
El Granada,CA,5,5681,1
Elizabeth Lake,CA,5,1735,1
Elk Creek,CA,5,151,1
Elk Grove,CA,5,161084,1
Elkhorn,CA,5,1139,1
Elmira,CA,5,345,1
El Monte,CA,5,115711,1
El Nido,CA,5,515,1
El Paso de Robles (Paso Robles),CA,5,30863,1
El Portal,CA,5,467,1
El Rancho,CA,5,97,1
El Rio,CA,5,7080,1
El Segundo,CA,5,16929,1
El Sobrante CDP (Contra Costa County),CA,5,13388,1
El Sobrante CDP (Riverside County),CA,5,15788,1
El Verano,CA,5,4008,1
Elverta,CA,5,5551,1
Emerald Lake Hills,CA,5,4495,1
Emeryville,CA,5,10830,1
Empire,CA,5,4675,1
Encinitas,CA,5,61682,1
Escalon,CA,5,7320,1
Escondido,CA,5,149079,1
Esparto,CA,5,3298,1
Etna,CA,5,717,1
Eucalyptus Hills,CA,5,5292,1
Eureka,CA,5,26985,1
Exeter,CA,5,10481,1
Fairbanks Ranch,CA,5,2939,1
Fairfax,CA,5,7584,1
Fairfield,CA,5,109468,1
Fairhaven,CA,5,222,1
Fairmead,CA,5,2187,1
Fair Oaks,CA,5,31537,1
Fairview,CA,5,10568,1
Fallbrook,CA,5,31573,1
Fall River Mills,CA,5,548,1
Farmersville,CA,5,10704,1
Farmington,CA,5,80,1
Fellows,CA,5,79,1
Felton,CA,5,3991,1
Ferndale,CA,5,1354,1
Fetters Hot Springs-Agua Caliente,CA,5,5019,1
Fiddletown,CA,5,83,1
Fieldbrook,CA,5,823,1
Fields Landing,CA,5,229,1
Fillmore,CA,5,15296,1
Firebaugh,CA,5,8084,1
Fish Camp,CA,5,51,1
Florence-Graham,CA,5,63177,1
Florin,CA,5,50899,1
Floriston,CA,5,40,1
Flournoy,CA,5,139,1
Folsom,CA,5,74156,1
Fontana,CA,5,203677,1
Foothill Farms,CA,5,33090,1
Forbestown,CA,5,344,1
Ford City,CA,5,4085,1
Foresthill,CA,5,1124,1
Forest Meadows,CA,5,1568,1
Forest Ranch,CA,5,831,1
Forestville,CA,5,3367,1
Fort Bidwell,CA,5,204,1
Fort Bragg,CA,5,7261,1
Fort Dick,CA,5,918,1
Fort Irwin,CA,5,9238,1
Fort Jones,CA,5,978,1
Fortuna,CA,5,11904,1
Fort Washington,CA,5,734,1
Foster City,CA,5,32377,1
Fountain Valley,CA,5,56696,1
Fowler,CA,5,6006,1
Franklin CDP (Merced County),CA,5,7511,1
Franklin CDP (Sacramento County),CA,5,97,1
Frazier Park,CA,5,2654,1
Freedom,CA,5,3027,1
Freeport,CA,5,51,1
Fremont,CA,5,225221,1
French Camp,CA,5,4057,1
French Gulch,CA,5,494,1
French Valley,CA,5,27752,1
Fresno,CA,5,510451,1
Friant,CA,5,244,1
Fruitdale,CA,5,980,1
Fruitridge Pocket,CA,5,5725,1
Fuller Acres,CA,5,970,1
Fullerton,CA,5,138976,1
Fulton,CA,5,638,1
Furnace Creek,CA,5,187,1
Galt,CA,5,24607,1
Garberville,CA,5,988,1
Gardena,CA,5,59931,1
Garden Acres,CA,5,11278,1
Garden Farms,CA,5,265,1
Garden Grove,CA,5,174721,1
Garey,CA,5,170,1
Garnet,CA,5,6844,1
Gasquet,CA,5,596,1
Gazelle,CA,5,56,1
Georgetown,CA,5,2473,1
Gerber,CA,5,1129,1
Geyserville,CA,5,1088,1
Gilroy,CA,5,51649,1
Glendale,CA,5,196984,1
Glendora,CA,5,51137,1
Glen Ellen,CA,5,593,1
Golden Hills,CA,5,8313,1
Gold Mountain,CA,5,21,1
Gold River,CA,5,7639,1
Goleta,CA,5,30541,1
Gonzales,CA,5,8378,1
Good Hope,CA,5,8500,1
Goodyears Bar,CA,5,25,1
Goshen,CA,5,3734,1
Graeagle,CA,5,597,1
Grand Terrace,CA,5,12331,1
Grangeville,CA,5,549,1
Granite Bay,CA,5,22387,1
Granite Hills,CA,5,3282,1
Graniteville,CA,5,0,1
Grass Valley,CA,5,12855,1
Graton,CA,5,1643,1
Grayson,CA,5,855,1
Greeley Hill,CA,5,530,1
Greenacres,CA,5,5321,1
Green Acres,CA,5,2460,1
Greenfield,CA,5,4347,1
Greenfield,CA,5,16869,1
Greenhorn,CA,5,180,1
Green Valley CDP (Los Angeles County),CA,5,1012,1
Green Valley CDP (Solano County),CA,5,1298,1
Greenview,CA,5,161,1
Greenville,CA,5,997,1
Grenada,CA,5,484,1
Gridley,CA,5,6579,1
Grimes,CA,5,387,1
Grizzly Flats,CA,5,880,1
Groveland,CA,5,653,1
Grover Beach,CA,5,13409,1
Guadalupe,CA,5,7218,1
Guerneville,CA,5,3788,1
Guinda,CA,5,749,1
Gustine,CA,5,5656,1
Hacienda Heights,CA,5,55158,1
Half Moon Bay,CA,5,12052,1
Hamilton Branch,CA,5,602,1
Hamilton City,CA,5,1917,1
Hanford,CA,5,54790,1
Happy Camp,CA,5,986,1
Harbison Canyon,CA,5,4130,1
Hardwick,CA,5,145,1
Hartland,CA,5,0,1
Hartley,CA,5,2908,1
Hasley Canyon,CA,5,1144,1
Hat Creek,CA,5,267,1
Hawaiian Gardens,CA,5,14475,1
Hawthorne,CA,5,86564,1
Hayfork,CA,5,2785,1
Hayward,CA,5,152401,1
Healdsburg,CA,5,11539,1
Heber,CA,5,4370,1
Hemet,CA,5,82118,1
Herald,CA,5,1210,1
Hercules,CA,5,24838,1
Herlong,CA,5,1583,1
Hermosa Beach,CA,5,19747,1
Hesperia,CA,5,92309,1
Hickman,CA,5,526,1
Hidden Hills,CA,5,1557,1
Hidden Meadows,CA,5,3388,1
Hidden Valley Lake,CA,5,5986,1
Highgrove,CA,5,3784,1
Highland,CA,5,54314,1
Highlands-Baywood Park,CA,5,4217,1
Hillsborough,CA,5,11253,1
Hilmar-Irwin,CA,5,5313,1
Hiouchi,CA,5,327,1
Hollister,CA,5,36529,1
Holtville,CA,5,6172,1
Home Garden,CA,5,1816,1
Home Gardens,CA,5,11420,1
Homeland,CA,5,6038,1
Homestead Valley,CA,5,3317,1
Homewood Canyon,CA,5,8,1
Honcut,CA,5,166,1
Hood,CA,5,293,1
Hoopa,CA,5,2958,1
Hopland,CA,5,819,1
Hornbrook,CA,5,269,1
Hornitos,CA,5,51,1
Hughson,CA,5,7032,1
Humboldt Hill,CA,5,3812,1
Huntington Beach,CA,5,197752,1
Huntington Park,CA,5,59003,1
Huron,CA,5,6792,1
Hyampom,CA,5,183,1
Hydesville,CA,5,1272,1
Idlewild,CA,5,15,1
Idyllwild-Pine Cove,CA,5,2616,1
Imperial,CA,5,16215,1
Imperial Beach,CA,5,27051,1
Independence,CA,5,657,1
Indian Falls,CA,5,115,1
Indianola,CA,5,909,1
Indian Wells,CA,5,5158,1
Indio,CA,5,84094,1
Indio Hills,CA,5,1042,1
Industry,CA,5,433,1
Inglewood,CA,5,111411,1
Acalanes Ridge,CA,5,1139,1
Interlaken,CA,5,6817,1
Inverness,CA,5,1089,1
Inyokern,CA,5,702,1
Ione,CA,5,7171,1
Iron Horse,CA,5,292,1
Irvine,CA,5,238474,1
Irwindale,CA,5,1426,1
Isla Vista,CA,5,26275,1
Isleton,CA,5,806,1
Ivanhoe,CA,5,3837,1
Acampo,CA,5,787,1
Jackson,CA,5,4613,1
Jacumba,CA,5,144,1
Jamestown,CA,5,2867,1
Jamul,CA,5,5788,1
Janesville,CA,5,1486,1
Jenner,CA,5,104,1
Johannesburg,CA,5,118,1
Johnstonville,CA,5,1223,1
Johnsville,CA,5,43,1
Joshua Tree,CA,5,7357,1
Acton,CA,5,7058,1
Julian,CA,5,1190,1
Junction City,CA,5,790,1
June Lake,CA,5,512,1
Jurupa Valley,CA,5,98231,1
Keddie,CA,5,58,1
Keeler,CA,5,82,1
Keene,CA,5,351,1
Kelly Ridge,CA,5,2713,1
Kelseyville,CA,5,3783,1
Kennedy,CA,5,3296,1
Adelanto,CA,5,32059,1
Kennedy Meadows,CA,5,21,1
Kensington,CA,5,5595,1
Kentfield,CA,5,6813,1
Kenwood,CA,5,1306,1
Kerman,CA,5,14285,1
Kernville,CA,5,1443,1
Keswick,CA,5,454,1
Kettleman City,CA,5,1651,1
Keyes,CA,5,6669,1
King City,CA,5,13389,1
Adin,CA,5,173,1
Kings Beach,CA,5,3620,1
Kingsburg,CA,5,11681,1
Kingvale,CA,5,129,1
Kirkwood,CA,5,75,1
Klamath,CA,5,954,1
Knightsen,CA,5,1531,1
Knights Landing,CA,5,1214,1
La Cañada Flintridge,CA,5,20526,1
La Crescenta-Montrose,CA,5,19940,1
Ladera,CA,5,1461,1
Agoura Hills,CA,5,20697,1
Ladera Heights,CA,5,7509,1
Ladera Ranch,CA,5,26714,1
Lafayette,CA,5,25082,1
Laguna Beach,CA,5,23230,1
Laguna Hills,CA,5,31017,1
Laguna Niguel,CA,5,64825,1
Laguna Woods,CA,5,16359,1
Lagunitas-Forest Knolls,CA,5,1485,1
La Habra,CA,5,61725,1
La Habra Heights,CA,5,5425,1
Agua Dulce,CA,5,3567,1
La Honda,CA,5,640,1
Lake Almanor Country Club,CA,5,507,1
Lake Almanor Peninsula,CA,5,485,1
Lake Almanor West,CA,5,239,1
Lake Arrowhead,CA,5,11333,1
Lake California,CA,5,2979,1
Lake City,CA,5,23,1
Lake Davis,CA,5,26,1
Lake Don Pedro,CA,5,1054,1
Lake Elsinore,CA,5,58003,1
Aguanga,CA,5,766,1
Lake Forest,CA,5,79928,1
Lakehead,CA,5,673,1
Lake Hughes,CA,5,395,1
Lake Isabella,CA,5,2966,1
Lakeland Village,CA,5,11995,1
Lake Los Angeles,CA,5,12136,1
Lake Mathews,CA,5,5511,1
Lake Nacimiento,CA,5,2910,1
Lake of the Pines,CA,5,3627,1
Lake of the Woods,CA,5,753,1
Ahwahnee,CA,5,1709,1
Lakeport,CA,5,4740,1
Lake Riverside,CA,5,876,1
Lake San Marcos,CA,5,4798,1
Lake Sherwood,CA,5,1769,1
Lakeside,CA,5,21413,1
Lakeview,CA,5,2142,1
Lake Wildwood,CA,5,5375,1
Lakewood,CA,5,81173,1
La Mesa,CA,5,58858,1
La Mirada,CA,5,49182,1
Airport,CA,5,1565,1
Lamont,CA,5,15941,1
Lanare,CA,5,304,1
Lancaster,CA,5,159774,1
La Palma,CA,5,15842,1
La Porte,CA,5,0,1
La Presa,CA,5,36875,1
La Puente,CA,5,40496,1
La Quinta,CA,5,39301,1
La Riviera,CA,5,11062,1
Larkfield-Wikiup,CA,5,9090,1
Alameda,CA,5,76733,1
Larkspur,CA,5,12219,1
La Selva Beach,CA,5,2708,1
Las Flores CDP (Orange County),CA,5,6339,1
Las Flores CDP (Tehama County),CA,5,191,1
Las Lomas,CA,5,2952,1
Lathrop,CA,5,19678,1
Laton,CA,5,1473,1
La Verne,CA,5,31920,1
La Vina,CA,5,409,1
Lawndale,CA,5,33231,1
Alamo,CA,5,16301,1
Laytonville,CA,5,1274,1
Lebec,CA,5,1187,1
Lee Vining,CA,5,90,1
Leggett,CA,5,74,1
Le Grand,CA,5,1800,1
Lemon Cove,CA,5,260,1
Lemon Grove,CA,5,26225,1
Lemon Hill,CA,5,13128,1
Lemoore,CA,5,24974,1
Lemoore Station,CA,5,6875,1
Albany,CA,5,19249,1
Lennox,CA,5,21850,1
Lenwood,CA,5,3844,1
Leona Valley,CA,5,1664,1
Lewiston,CA,5,1385,1
Lexington Hills,CA,5,2581,1
Likely,CA,5,37,1
Lincoln,CA,5,45038,1
Lincoln Village,CA,5,4108,1
Linda,CA,5,18256,1
Lindcove,CA,5,494,1
Albion,CA,5,303,1
Linden,CA,5,1845,1
Lindsay,CA,5,12980,1
Linnell Camp,CA,5,875,1
Litchfield,CA,5,106,1
Little Grass Valley,CA,5,0,1
Little River,CA,5,94,1
Littlerock,CA,5,2228,1
Little Valley,CA,5,36,1
Live Oak,CA,5,18038,1
Live Oak,CA,5,8467,1
Alderpoint,CA,5,311,1
Livermore,CA,5,85286,1
Livingston,CA,5,13611,1
Lockeford,CA,5,3410,1
Lockwood,CA,5,446,1
Lodi,CA,5,63589,1
Lodoga,CA,5,159,1
Loleta,CA,5,570,1
Loma Linda,CA,5,23751,1
Loma Mar,CA,5,149,1
Loma Rica,CA,5,2584,1
Alhambra,CA,5,84782,1
Lomita,CA,5,20622,1
Lompico,CA,5,988,1
Lompoc,CA,5,43428,1
London,CA,5,2056,1
Lone Pine,CA,5,1923,1
Long Barn,CA,5,143,1
Long Beach,CA,5,470237,1
Lookout,CA,5,59,1
Loomis,CA,5,6648,1
Los Alamitos,CA,5,11658,1
Alhambra Valley,CA,5,557,1
Los Alamos,CA,5,1607,1
Los Altos,CA,5,30075,1
Los Altos Hills,CA,5,8314,1
Los Angeles,CA,5,3900794,1
Los Banos,CA,5,36847,1
Los Berros,CA,5,908,1
Los Gatos,CA,5,30398,1
Los Molinos,CA,5,2149,1
Los Olivos,CA,5,1007,1
Los Osos,CA,5,15388,1
Aliso Viejo,CA,5,49829,1
Los Ranchos,CA,5,1687,1
Lost Hills,CA,5,2126,1
Lower Lake,CA,5,1639,1
Loyalton,CA,5,890,1
Loyola,CA,5,3539,1
Lucas Valley-Marinwood,CA,5,6250,1
Lucerne,CA,5,3162,1
Lucerne Valley,CA,5,5425,1
Lynwood,CA,5,71191,1
Lytle Creek,CA,5,1111,1
Alleghany,CA,5,116,1
Mabie,CA,5,47,1
McArthur,CA,5,283,1
McClellan Park,CA,5,1098,1
McClenney Tract,CA,5,6,1
McCloud,CA,5,1175,1
Macdoel,CA,5,158,1
McFarland,CA,5,13028,1
McGee Creek,CA,5,149,1
McKinleyville,CA,5,16291,1
McKittrick,CA,5,115,1
Allendale,CA,5,1528,1
McSwain,CA,5,4562,1
Madera,CA,5,63053,1
Madera Acres,CA,5,9747,1
Madison,CA,5,555,1
Mad River,CA,5,482,1
Magalia,CA,5,11306,1
Malaga,CA,5,862,1
Malibu,CA,5,12856,1
Mammoth Lakes,CA,5,8104,1
Manchester,CA,5,226,1
Allensworth,CA,5,565,1
Manhattan Beach,CA,5,35603,1
Manila,CA,5,724,1
Manteca,CA,5,72251,1
Manton,CA,5,423,1
March ARB,CA,5,1004,1
Maricopa,CA,5,1221,1
Marina,CA,5,20537,1
Marina del Rey,CA,5,9289,1
Marin City,CA,5,3048,1
Mariposa,CA,5,1580,1
Almanor,CA,5,0,1
Markleeville,CA,5,205,1
Martell,CA,5,234,1
Martinez,CA,5,37300,1
Marysville,CA,5,12161,1
Matheny,CA,5,1043,1
Mather,CA,5,4425,1
Maxwell,CA,5,1033,1
Mayfair,CA,5,4200,1
Mayflower Village,CA,5,5421,1
Maywood,CA,5,27739,1
Alondra Park,CA,5,7865,1
Meadowbrook,CA,5,3059,1
Meadow Valley,CA,5,425,1
Meadow Vista,CA,5,3129,1
Mead Valley,CA,5,19110,1
Mecca,CA,5,9472,1
Meiners Oaks,CA,5,3595,1
Mendocino,CA,5,701,1
Mendota,CA,5,11402,1
Menifee,CA,5,83442,1
Menlo Park,CA,5,33064,1
Alpaugh,CA,5,1103,1
Mentone,CA,5,9844,1
Merced,CA,5,81120,1
Meridian,CA,5,500,1
Mesa,CA,5,301,1
Mesa Verde,CA,5,739,1
Mesa Vista,CA,5,208,1
Mettler,CA,5,108,1
Mexican Colony,CA,5,242,1
Middletown,CA,5,953,1
Midpines,CA,5,826,1
Alpine,CA,5,14830,1
Midway City,CA,5,9500,1
Milford,CA,5,192,1
Millbrae,CA,5,22416,1
Mill Valley,CA,5,14243,1
Millville,CA,5,821,1
Milpitas,CA,5,71533,1
Mineral,CA,5,199,1
Minkler,CA,5,1200,1
Mira Monte,CA,5,6990,1
Miranda,CA,5,525,1
Alpine Village,CA,5,116,1
Mission Canyon,CA,5,2520,1
Mission Hills,CA,5,3679,1
Mission Viejo,CA,5,95979,1
Mi-Wuk Village,CA,5,1191,1
Modesto,CA,5,207482,1
Mohawk Vista,CA,5,85,1
Mojave,CA,5,4297,1
Mokelumne Hill,CA,5,719,1
Monmouth,CA,5,209,1
Mono City,CA,5,67,1
Alta,CA,5,455,1
Mono Vista,CA,5,2334,1
Monrovia,CA,5,37164,1
Monson,CA,5,237,1
Montague,CA,5,1518,1
Montalvin Manor,CA,5,3164,1
Montara,CA,5,2903,1
Montclair,CA,5,38025,1
Montebello,CA,5,63530,1
Montecito,CA,5,9471,1
Monterey,CA,5,28283,1
Altadena,CA,5,44621,1
Monterey Park,CA,5,61085,1
Monterey Park Tract,CA,5,86,1
Monte Rio,CA,5,1005,1
Monte Sereno,CA,5,3508,1
Montgomery Creek,CA,5,141,1
Monument Hills,CA,5,1725,1
Moorpark,CA,5,35339,1
Morada,CA,5,4518,1
Moraga,CA,5,16787,1
Moreno Valley,CA,5,200788,1
Alta Sierra,CA,5,6624,1
Morgan Hill,CA,5,40872,1
Morongo Valley,CA,5,3242,1
Morro Bay,CA,5,10471,1
Moskowite Corner,CA,5,202,1
Moss Beach,CA,5,3704,1
Moss Landing,CA,5,153,1
Mountain Center,CA,5,78,1
Mountain Gate,CA,5,1156,1
Mountain House,CA,5,12916,1
Mountain Mesa,CA,5,710,1
Alto,CA,5,735,1
Mountain Ranch,CA,5,1378,1
Mountain View,CA,5,2295,1
Mountain View,CA,5,77973,1
Mountain View Acres,CA,5,3578,1
Mount Hebron,CA,5,78,1
Mount Hermon,CA,5,910,1
Mount Laguna,CA,5,12,1
Mount Shasta,CA,5,3312,1
Muir Beach,CA,5,275,1
Murphys,CA,5,2091,1
Avondale,CO,6,803,1
Bark Ranch,CO,6,222,1
Basalt,CO,6,3791,1
Battlement Mesa,CO,6,4689,1
Bayfield,CO,6,2478,1
Bennett,CO,6,1915,1
Berkley,CO,6,11599,1
Berthoud,CO,6,5497,1
Bethune,CO,6,297,1
Beulah Valley,CO,6,768,1
Black Forest,CO,6,12918,1
Black Hawk,CO,6,155,1
Blanca,CO,6,478,1
Blende,CO,6,727,1
Blue River,CO,6,784,1
Blue Sky,CO,6,0,1
Bonanza,CO,6,8,1
Bonanza Mountain Estates,CO,6,96,1
Boone,CO,6,346,1
Boulder,CO,6,103919,1
Bow Mar,CO,6,1045,1
Brandon,CO,6,18,1
Branson,CO,6,41,1
Breckenridge,CO,6,4682,1
Brick Center,CO,6,34,1
Brighton,CO,6,35582,1
Brookside,CO,6,247,1
Broomfield,CO,6,60699,1
Brush,CO,6,5488,1
Buena Vista,CO,6,2705,1
Burlington,CO,6,3931,1
Byers,CO,6,1357,1
Calhan,CO,6,832,1
Campo,CO,6,41,1
Cañon City,CO,6,16408,1
Capulin,CO,6,115,1
Carbondale,CO,6,6516,1
Cascade-Chipita Park,CO,6,1561,1
Castle Pines,CO,6,10399,1
Castle Pines Village,CO,6,4504,1
Castle Rock,CO,6,52143,1
Cathedral,CO,6,17,1
Catherine,CO,6,288,1
Cattle Creek,CO,6,731,1
Cedaredge,CO,6,2272,1
Centennial,CO,6,106604,1
Center,CO,6,2105,1
Central City,CO,6,771,1
Chacra,CO,6,544,1
Cheraw,CO,6,175,1
Cherry Creek,CO,6,12087,1
Cherry Hills Village,CO,6,6329,1
Cheyenne Wells,CO,6,909,1
Cimarron Hills,CO,6,16746,1
City of Creede,CO,6,189,1
Clifton,CO,6,20079,1
Coal Creek,CO,6,1894,1
Coal Creek,CO,6,335,1
Coaldale,CO,6,364,1
Cokedale,CO,6,140,1
Collbran,CO,6,646,1
Colona,CO,6,0,1
Colorado City,CO,6,2249,1
Colorado Springs,CO,6,442040,1
Columbine,CO,6,24709,1
Columbine Valley,CO,6,1164,1
Comanche Creek,CO,6,375,1
Commerce City,CO,6,50346,1
Conejos,CO,6,76,1
Copper Mountain,CO,6,268,1
Cortez,CO,6,8571,1
Cotopaxi,CO,6,7,1
Craig,CO,6,8983,1
Crawford,CO,6,287,1
Crested Butte,CO,6,1445,1
Crestone,CO,6,107,1
Cripple Creek,CO,6,1341,1
Crisman,CO,6,351,1
Crook,CO,6,143,1
Crowley,CO,6,284,1
Dacono,CO,6,4461,1
Dakota Ridge,CO,6,33580,1
De Beque,CO,6,369,1
Deer Trail,CO,6,573,1
Del Norte,CO,6,1984,1
Delta,CO,6,8779,1
Denver,CO,6,649654,1
Derby,CO,6,8565,1
Dillon,CO,6,865,1
Dinosaur,CO,6,313,1
Divide,CO,6,124,1
Dolores,CO,6,1048,1
Dotsero,CO,6,863,1
Dove Creek,CO,6,707,1
Dove Valley,CO,6,5600,1
Downieville-Lawson-Dumont,CO,6,474,1
Durango,CO,6,17486,1
Eads,CO,6,612,1
Eagle,CO,6,6553,1
East Pleasant View,CO,6,425,1
Eaton,CO,6,4662,1
Eckley,CO,6,342,1
Edgewater,CO,6,5237,1
Edwards,CO,6,9792,1
Elbert,CO,6,187,1
Eldora,CO,6,119,1
Eldorado Springs,CO,6,782,1
Elizabeth,CO,6,1236,1
El Jebel,CO,6,3526,1
Ellicott,CO,6,703,1
El Moro,CO,6,325,1
Empire,CO,6,312,1
Englewood,CO,6,31877,1
Erie,CO,6,19948,1
Estes Park,CO,6,6103,1
Evans,CO,6,20308,1
Evergreen,CO,6,8688,1
Fairmount,CO,6,8222,1
Fairplay,CO,6,817,1
Federal Heights,CO,6,12037,1
Firestone,CO,6,11255,1
Flagler,CO,6,596,1
Fleming,CO,6,608,1
Florence,CO,6,3884,1
Florissant,CO,6,77,1
Floyd Hill,CO,6,1153,1
Fort Carson,CO,6,14742,1
Fort Collins,CO,6,153292,1
Fort Garland,CO,6,470,1
Fort Lupton,CO,6,7669,1
Fort Morgan,CO,6,11377,1
Fountain,CO,6,27062,1
Fowler,CO,6,1144,1
Foxfield,CO,6,683,1
Franktown,CO,6,203,1
Fraser,CO,6,1102,1
Frederick,CO,6,10186,1
Frisco,CO,6,2855,1
Fruita,CO,6,12750,1
Fruitvale,CO,6,7458,1
Fulford,CO,6,0,1
Garden City,CO,6,277,1
Garfield,CO,6,8,1
Genesee,CO,6,3703,1
Genoa,CO,6,85,1
Georgetown,CO,6,1031,1
Gerrard,CO,6,122,1
Gilcrest,CO,6,917,1
Glendale,CO,6,4744,1
Glendale,CO,6,112,1
Gleneagle,CO,6,6470,1
Glenwood Springs,CO,6,9756,1
Golden,CO,6,19780,1
Goldfield,CO,6,41,1
Gold Hill,CO,6,189,1
Granada,CO,6,507,1
Granby,CO,6,1864,1
Grand Junction,CO,6,59945,1
Grand Lake,CO,6,329,1
Grand View Estates,CO,6,689,1
Greeley,CO,6,97074,1
Green Mountain Falls,CO,6,671,1
Greenwood Village,CO,6,14920,1
Grover,CO,6,83,1
Guffey,CO,6,81,1
Gunbarrel,CO,6,9184,1
Gunnison,CO,6,5955,1
Gypsum,CO,6,6685,1
Hartman,CO,6,62,1
Hasty,CO,6,96,1
Haswell,CO,6,74,1
Haxtun,CO,6,1005,1
Hayden,CO,6,1819,1
Heeney,CO,6,251,1
Hidden Lake,CO,6,0,1
