Report of US Population from 2015
City                                     State      ID         Population of City                       Count     
Thatcher                                 UT         44         665                                      26495     
Thompson Springs                         UT         44         85                                       26496     
Timber Lakes                             UT         44         410                                      26497     
Tooele                                   UT         44         32454                                    26498     
Toquerville                              UT         44         1838                                     26499     
Torrey                                   UT         44         222                                      26500     
Tremonton                                UT         44         7999                                     26501     
Trenton                                  UT         44         473                                      26502     
Tropic                                   UT         44         655                                      26503     
Tselakai Dezza                           UT         44         155                                      26504     
Uintah                                   UT         44         1427                                     26505     
Vernal                                   UT         44         10321                                    26506     
Vernon                                   UT         44         266                                      26507     
Veyo                                     UT         44         492                                      26508     
Vineyard                                 UT         44         901                                      26509     
Virgin                                   UT         44         503                                      26510     
Wales                                    UT         44         273                                      26511     
Wallsburg                                UT         44         368                                      26512     
Wanship                                  UT         44         497                                      26513     
Washington                               UT         44         22080                                    26514     
Washington Terrace                       UT         44         9119                                     26515     
Wellington                               UT         44         1694                                     26516     
Wellsville                               UT         44         3593                                     26517     
Wendover                                 UT         44         1273                                     26518     
West Bountiful                           UT         44         5394                                     26519     
West Haven                               UT         44         11323                                    26520     
West Jordan                              UT         44         109549                                   26521     
West Mountain                            UT         44         950                                      26522     
West Point                               UT         44         9932                                     26523     
West Valley City                         UT         44         133660                                   26524     
West Wood                                UT         44         738                                      26525     
White City                               UT         44         5497                                     26526     
White Mesa                               UT         44         276                                      26527     
Whiterocks                               UT         44         108                                      26528     
Willard                                  UT         44         1737                                     26529     
Wolf Creek                               UT         44         800                                      26530     
Woodland                                 UT         44         163                                      26531     
Woodland Hills                           UT         44         1389                                     26532     
Woodruff                                 UT         44         294                                      26533     
Woods Cross                              UT         44         10686                                    26534     
Alpine                                   UT         44         9986                                     26535     
Alta                                     UT         44         391                                      26536     
Altamont                                 UT         44         211                                      26537     
Alton                                    UT         44         128                                      26538     
Amalga                                   UT         44         568                                      26539     
American Fork                            UT         44         27799                                    26540     
Aneth                                    UT         44         446                                      26541     
Annabella                                UT         44         862                                      26542     
Antimony                                 UT         44         118                                      26543     
Apple Valley                             UT         44         996                                      26544     
Aurora                                   UT         44         938                                      26545     
Avon                                     UT         44         293                                      26546     
Ballard                                  UT         44         812                                      26547     
Bear River City                          UT         44         843                                      26548     
Beaver                                   UT         44         3051                                     26549     
Benjamin                                 UT         44         1545                                     26550     
Benson                                   UT         44         1190                                     26551     
Bicknell                                 UT         44         352                                      26553     
Big Water                                UT         44         555                                      26554     
Blanding                                 UT         44         3564                                     26555     
Bluebell                                 UT         44         149                                      26556     
Bluff                                    UT         44         358                                      26557     
Bluffdale                                UT         44         9008                                     26558     
Boulder                                  UT         44         130                                      26560     
Bountiful                                UT         44         43221                                    26561     
Brian Head                               UT         44         60                                       26562     
Brigham City                             UT         44         18397                                    26563     
Bryce Canyon City                        UT         44         158                                      26564     
Cannonville                              UT         44         231                                      26566     
Carbonville                              UT         44         1558                                     26567     
Castle Dale                              UT         44         1758                                     26568     
Castle Valley                            UT         44         310                                      26569     
Cedar City                               UT         44         29429                                    26570     
Cedar Fort                               UT         44         423                                      26571     
Cedar Hills                              UT         44         10165                                    26572     
Centerfield                              UT         44         1134                                     26573     
Centerville                              UT         44         16387                                    26574     
Central                                  UT         44         742                                      26575     
Central Valley                           UT         44         627                                      26576     
Charleston                               UT         44         614                                      26577     
Circleville                              UT         44         635                                      26578     
Clarkston                                UT         44         633                                      26579     
Clawson                                  UT         44         171                                      26580     
Clearfield                               UT         44         30299                                    26582     
Cleveland                                UT         44         557                                      26583     
Clinton                                  UT         44         21036                                    26584     
Coalville                                UT         44         1502                                     26585     
Copperton                                UT         44         648                                      26586     
Corinne                                  UT         44         865                                      26587     
Cornish                                  UT         44         359                                      26588     
Cottonwood Heights                       UT         44         34234                                    26589     
Cove                                     UT         44         406                                      26590     
Dammeron Valley                          UT         44         484                                      26591     
Daniel                                   UT         44         1072                                     26592     
Delta                                    UT         44         3466                                     26593     
Abingdon                                 VA         45         8143                                     26594     
Accomac                                  VA         45         468                                      26595     
Adwolf                                   VA         45         1418                                     26596     
Alberta                                  VA         45         296                                      26597     
Alexandria                               VA         45         149315                                   26598     
Allisonia                                VA         45         140                                      26599     
Altavista                                VA         45         3464                                     26600     
Amelia Court House                       VA         45         483                                      26601     
Amherst                                  VA         45         2323                                     26602     
Annandale                                VA         45         42893                                    26603     
Appalachia                               VA         45         1871                                     26604     
Apple Mountain Lake                      VA         45         1459                                     26605     
Appomattox                               VA         45         2124                                     26606     
Aquia Harbour                            VA         45         6975                                     26607     
Arcola                                   VA         45         229                                      26608     
Arlington                                VA         45         223945                                   26609     
Arrington                                VA         45         767                                      26610     
Ashburn                                  VA         45         48954                                    26611     
Ashland                                  VA         45         7298                                     26612     
Atkins                                   VA         45         1009                                     26613     
Atlantic                                 VA         45         1111                                     26614     
Augusta Springs                          VA         45         339                                      26615     
Bailey's Crossroads                      VA         45         26075                                    26616     
Baskerville                              VA         45         47                                       26617     
Bassett                                  VA         45         1113                                     26618     
Basye                                    VA         45         685                                      26619     
Bayside                                  VA         45         85                                       26620     
Bealeton                                 VA         45         4666                                     26621     
Bedford                                  VA         45         6522                                     26622     
Belle Haven                              VA         45         441                                      26623     
Belle Haven                              VA         45         6721                                     26624     
Bellwood                                 VA         45         5772                                     26625     
Belmont                                  VA         45         6360                                     26626     
Belmont Estates                          VA         45         1388                                     26627     
Belspring                                VA         45         201                                      26628     
Belview                                  VA         45         1236                                     26629     
Benns Church                             VA         45         585                                      26630     
Bensley                                  VA         45         6228                                     26631     
Berryville                               VA         45         4267                                     26632     
Bethel Manor                             VA         45         3996                                     26633     
Big Island                               VA         45         261                                      26634     
Big Stone Gap                            VA         45         5508                                     26635     
Blacksburg                               VA         45         43530                                    26636     
Blackstone                               VA         45         3553                                     26637     
Blairs                                   VA         45         834                                      26638     
Bland                                    VA         45         588                                      26639     
Bloxom                                   VA         45         414                                      26640     
Bluefield                                VA         45         5350                                     26641     
Blue Ridge                               VA         45         2640                                     26642     
Blue Ridge Shores                        VA         45         791                                      26643     
Bobtown                                  VA         45         444                                      26644     
Bon Air                                  VA         45         17128                                    26645     
Boones Mill                              VA         45         158                                      26646     
Boston                                   VA         45         336                                      26647     
Boswell's Corner                         VA         45         1399                                     26648     
Bowling Green                            VA         45         1266                                     26649     
Boyce                                    VA         45         775                                      26650     
Boydton                                  VA         45         350                                      26651     
Boykins                                  VA         45         762                                      26652     
Bracey                                   VA         45         1357                                     26653     
Brambleton                               VA         45         15537                                    26654     
Branchville                              VA         45         145                                      26655     
Brandermill                              VA         45         13721                                    26656     
Bridgewater                              VA         45         5844                                     26657     
Brightwood                               VA         45         1703                                     26658     
Bristol                                  VA         45         17524                                    26659     
Broadlands                               VA         45         13436                                    26660     
Broadway                                 VA         45         3765                                     26661     
Brodnax                                  VA         45         278                                      26662     
Brookneal                                VA         45         1184                                     26663     
Buchanan                                 VA         45         1098                                     26664     
Buckhall                                 VA         45         17066                                    26665     
Buckingham Courthouse                    VA         45         209                                      26666     
Buena Vista                              VA         45         6666                                     26667     
Bull Run                                 VA         45         14781                                    26668     
Bull Run Mountain Estates                VA         45         1380                                     26669     
Burke                                    VA         45         42205                                    26670     
Burke Centre                             VA         45         17982                                    26671     
Burkeville                               VA         45         400                                      26672     
Callaghan                                VA         45         183                                      26673     
Calverton                                VA         45         196                                      26674     
Camptown                                 VA         45         609                                      26675     
Cana                                     VA         45         1310                                     26676     
Cape Charles                             VA         45         912                                      26677     
Capron                                   VA         45         89                                       26678     
Captains Cove                            VA         45         1082                                     26679     
Carrollton                               VA         45         5383                                     26680     
Carrsville                               VA         45         269                                      26681     
Cascades                                 VA         45         12194                                    26682     
Castlewood                               VA         45         1875                                     26683     
Catlett                                  VA         45         297                                      26684     
Cats Bridge                              VA         45         262                                      26685     
Cave Spring                              VA         45         25554                                    26686     
Cedar Bluff                              VA         45         1148                                     26687     
Central Garage                           VA         45         1156                                     26688     
Centreville                              VA         45         73660                                    26689     
Chamberlayne                             VA         45         6190                                     26690     
Chantilly                                VA         45         23864                                    26691     
Charles City                             VA         45         213                                      26692     
Charlotte Court House                    VA         45         736                                      26693     
Charlottesville                          VA         45         45084                                    26694     
Chase City                               VA         45         2312                                     26695     
Chase Crossing                           VA         45         539                                      26696     
Chatham                                  VA         45         1059                                     26697     
Chatmoss                                 VA         45         1475                                     26698     
Cheriton                                 VA         45         462                                      26699     
Cherry Hill                              VA         45         18089                                    26700     
Chesapeake                               VA         45         230601                                   26701     
Chester                                  VA         45         21927                                    26702     
Chester Gap                              VA         45         800                                      26703     
Chilhowie                                VA         45         1839                                     26704     
Chincoteague                             VA         45         2930                                     26705     
Christiansburg                           VA         45         21623                                    26706     
Churchville                              VA         45         68                                       26707     
Claremont                                VA         45         281                                      26708     
Clarksville                              VA         45         1213                                     26709     
Claypool Hill                            VA         45         1625                                     26710     
Cleveland                                VA         45         198                                      26711     
Clifton                                  VA         45         257                                      26712     
Clifton Forge                            VA         45         3839                                     26713     
Clinchco                                 VA         45         336                                      26714     
Clinchport                               VA         45         74                                       26715     
Clintwood                                VA         45         1423                                     26716     
Clover                                   VA         45         450                                      26717     
Cloverdale                               VA         45         3415                                     26718     
Cluster Springs                          VA         45         903                                      26719     
Coeburn                                  VA         45         2377                                     26720     
Collinsville                             VA         45         7507                                     26721     
Colonial Beach                           VA         45         3556                                     26722     
Colonial Heights                         VA         45         17515                                    26723     
Columbia                                 VA         45         62                                       26724     
Concord                                  VA         45         1543                                     26725     
Countryside                              VA         45         10301                                    26726     
County Center                            VA         45         2513                                     26727     
Courtland                                VA         45         2065                                     26728     
Covington                                VA         45         5736                                     26729     
Craigsville                              VA         45         1164                                     26730     
Crewe                                    VA         45         2746                                     26731     
Crimora                                  VA         45         1913                                     26732     
Crosspointe                              VA         45         6197                                     26733     
Crozet                                   VA         45         6601                                     26734     
Culpeper                                 VA         45         17167                                    26735     
Cumberland                               VA         45         216                                      26736     
Dahlgren                                 VA         45         3049                                     26737     
Dahlgren Center                          VA         45         573                                      26738     
Dale City                                VA         45         72130                                    26739     
Daleville                                VA         45         2872                                     26740     
Damascus                                 VA         45         759                                      26741     
Dante                                    VA         45         632                                      26742     
Danville                                 VA         45         42450                                    26743     
Dayton                                   VA         45         1654                                     26744     
Deep Creek                               VA         45         55                                       26745     
Deerfield                                VA         45         101                                      26746     
Deltaville                               VA         45         1032                                     26747     
Dendron                                  VA         45         328                                      26748     
Dillwyn                                  VA         45         486                                      26749     
Dooms                                    VA         45         1247                                     26750     
Drakes Branch                            VA         45         698                                      26751     
Dranesville                              VA         45         11895                                    26752     
Draper                                   VA         45         291                                      26753     
Dryden                                   VA         45         1268                                     26754     
Dublin                                   VA         45         2665                                     26755     
Duffield                                 VA         45         115                                      26756     
Dulles Town Center                       VA         45         4971                                     26757     
Dumbarton                                VA         45         8701                                     26758     
Dumfries                                 VA         45         5158                                     26759     
Dungannon                                VA         45         443                                      26760     
Dunn Loring                              VA         45         9393                                     26761     
East Highland Park                       VA         45         14733                                    26762     
East Lexington                           VA         45         1171                                     26763     
Eastville                                VA         45         175                                      26764     
Ebony                                    VA         45         109                                      26765     
Edinburg                                 VA         45         1279                                     26766     
Elkton                                   VA         45         2779                                     26767     
Elliston                                 VA         45         1210                                     26768     
Emory                                    VA         45         1189                                     26769     
Emporia                                  VA         45         5672                                     26770     
Enon                                     VA         45         3973                                     26771     
Esmont                                   VA         45         521                                      26772     
Ettrick                                  VA         45         5696                                     26773     
Ewing                                    VA         45         280                                      26774     
Exmore                                   VA         45         1510                                     26775     
Fairfax                                  VA         45         23402                                    26776     
Fairfax Station                          VA         45         11290                                    26777     
Fair Lakes                               VA         45         7721                                     26778     
Fairlawn                                 VA         45         2402                                     26779     
Fair Oaks                                VA         45         33268                                    26780     
Fairview                                 VA         45         141                                      26781     
Fairview Beach                           VA         45         413                                      26782     
Falls Church                             VA         45         13308                                    26783     
Falmouth                                 VA         45         4630                                     26784     
Fancy Gap                                VA         45         190                                      26785     
Farmville                                VA         45         8355                                     26786     
Ferrum                                   VA         45         1996                                     26787     
Fieldale                                 VA         45         770                                      26788     
Fincastle                                VA         45         374                                      26789     
Fishersville                             VA         45         7911                                     26790     
Flint Hill                               VA         45         171                                      26791     
Floris                                   VA         45         8357                                     26792     
Floyd                                    VA         45         558                                      26793     
Forest                                   VA         45         10292                                    26794     
Fort Belvoir                             VA         45         8209                                     26795     
Fort Chiswell                            VA         45         1024                                     26796     
Fort Hunt                                VA         45         17273                                    26797     
Fort Lee                                 VA         45         4747                                     26798     
Franconia                                VA         45         19698                                    26799     
Franklin                                 VA         45         8457                                     26800     
Franklin Farm                            VA         45         19776                                    26801     
Fredericksburg                           VA         45         27395                                    26802     
Free Union                               VA         45         358                                      26803     
Fries                                    VA         45         513                                      26804     
Front Royal                              VA         45         14846                                    26805     
Gainesville                              VA         45         12950                                    26806     
Galax                                    VA         45         6876                                     26807     
Gargatha                                 VA         45         519                                      26808     
Gasburg                                  VA         45         504                                      26809     
Gate City                                VA         45         2370                                     26810     
George Mason                             VA         45         10065                                    26811     
Glade Spring                             VA         45         1575                                     26812     
Glasgow                                  VA         45         1362                                     26813     
Glen Allen                               VA         45         15007                                    26814     
Glen Lyn                                 VA         45         152                                      26815     
Glenvar                                  VA         45         978                                      26816     
Gloucester Courthouse                    VA         45         2732                                     26817     
Gloucester Point                         VA         45         9199                                     26818     
Goochland                                VA         45         777                                      26819     
Gordonsville                             VA         45         1564                                     26820     
Goshen                                   VA         45         381                                      26821     
Gratton                                  VA         45         920                                      26822     
Great Falls                              VA         45         15764                                    26823     
Greenbackville                           VA         45         139                                      26824     
Greenbriar                               VA         45         8060                                     26825     
Greenbush                                VA         45         151                                      26826     
Greenville                               VA         45         1287                                     26827     
Gretna                                   VA         45         1283                                     26828     
Grottoes                                 VA         45         2714                                     26829     
Groveton                                 VA         45         16373                                    26830     
Grundy                                   VA         45         891                                      26831     
Gwynn                                    VA         45         695                                      26832     
Halifax                                  VA         45         1335                                     26833     
Hallwood                                 VA         45         320                                      26834     
Hamilton                                 VA         45         463                                      26835     
Hampden-Sydney                           VA         45         1704                                     26836     
Hampton                                  VA         45         137081                                   26837     
Hanover                                  VA         45         237                                      26838     
Harborton                                VA         45         131                                      26839     
Harrisonburg                             VA         45         51388                                    26840     
Harriston                                VA         45         1050                                     26841     
Hayfield                                 VA         45         4610                                     26842     
Haymarket                                VA         45         1915                                     26843     
Haysi                                    VA         45         452                                      26844     
Heathsville                              VA         45         53                                       26845     
Henry Fork                               VA         45         1374                                     26846     
Herndon                                  VA         45         24384                                    26847     
Highland Springs                         VA         45         16955                                    26848     
Hillsboro                                VA         45         84                                       26849     
Hillsville                               VA         45         2701                                     26850     
Hiwassee                                 VA         45         188                                      26851     
Hollins                                  VA         45         14654                                    26852     
Hollymead                                VA         45         8352                                     26853     
Honaker                                  VA         45         1576                                     26854     
Hopewell                                 VA         45         22279                                    26855     
Horntown                                 VA         45         431                                      26856     
Horse Pasture                            VA         45         1857                                     26857     
Hot Springs                              VA         45         526                                      26858     
Huntington                               VA         45         12718                                    26859     
Hurt                                     VA         45         1412                                     26860     
Hybla Valley                             VA         45         16106                                    26861     
Idylwood                                 VA         45         18514                                    26862     
Independence                             VA         45         1211                                     26863     
Independent Hill                         VA         45         8583                                     26864     
Innsbrook                                VA         45         7699                                     26865     
Iron Gate                                VA         45         354                                      26866     
Irvington                                VA         45         490                                      26867     
Ivanhoe                                  VA         45         379                                      26868     
Ivor                                     VA         45         407                                      26869     
Ivy                                      VA         45         927                                      26870     
Jarratt                                  VA         45         628                                      26871     
Jolivue                                  VA         45         1255                                     26872     
Jonesville                               VA         45         1263                                     26873     
Keller                                   VA         45         170                                      26874     
Kenbridge                                VA         45         1233                                     26875     
Keokee                                   VA         45         286                                      26876     
Keysville                                VA         45         1067                                     26877     
Kilmarnock                               VA         45         1443                                     26878     
King and Queen Court House               VA         45         132                                      26879     
King George                              VA         45         5299                                     26880     
Kings Park                               VA         45         4564                                     26881     
Kings Park West                          VA         45         13702                                    26882     
Kingstowne                               VA         45         15935                                    26883     
King William                             VA         45         119                                      26884     
La Crosse                                VA         45         741                                      26885     
Lafayette                                VA         45         450                                      26886     
Lake Barcroft                            VA         45         9833                                     26887     
Lake Caroline                            VA         45         2154                                     26888     
Lake Holiday                             VA         45         2302                                     26889     
Lake Land'Or                             VA         45         3865                                     26890     
